Name,Hardiness,Climate Zones,Plant Type,Plant Family,Exposure,Season of Interest,Height,Spread,Water Needs,Soil Type,Soil pH,Soil Drainage,Characteristics,Tolerance,Garden Uses,Garden Styles,Min-Height(feet),Max-Height(feet),Min-Height(cm),Max-Height(cm),Min-Spread(feet),Max-Spread(feet),Min-Spread(cm),Max-Spread(cm),Hardiness(Min),Hardiness(Max)
perovskia lacey blue russian sage,"4
– 9",75,"perennials, shrubs",95,full sun,0,"1'
– 2'
(30cm
– 60cm)","2'
– 3'
(60cm
– 90cm)",low,0,,well-drained,23,"deer, drought, rabbit, dry soil, salt",beds and borders,city and courtyardgravel and rock gardeninformal and cottagemediterranean garden,3,3,3,3,2,3,60,90.0,1,0
philadelphus avalanche mock orange,"5
– 9",234,shrubs,96,"full sun, partial sun",1,"4'
– 5'
(120cm
– 150cm)","5'
– 10'
(150cm
– 3m)","low, average",4,,"moist but well-drained, well-drained",23,"clay soil, drought",beds and bordershedges and screens,city and courtyardcoastal gardeninformal and cottage,2,0,2,0,5,10,150,300.0,2,0
philadelphus belle etoile mock orange,"5
– 9",235,shrubs,96,"full sun, partial sun",1,"5'
– 6'
(150cm
– 180cm)","7'
– 8'
(210cm
– 240cm)","low, average",4,,"moist but well-drained, well-drained",24,"clay soil, drought",beds and bordershedges and screens,city and courtyardcoastal gardeninformal and cottage,11,2,12,2,7,8,210,240.0,2,0
philadelphus manteau dhermine mock orange,"5
– 9",235,shrubs,96,"full sun, partial sun",1,"2'
– 3'
(60cm
– 90cm)","3'
– 4'
(90cm
– 120cm)","low, average",4,,"moist but well-drained, well-drained",24,"clay soil, drought",beds and borderssmall gardens,city and courtyardcoastal gardeninformal and cottage,1,1,1,1,3,4,90,120.0,2,0
philadelphus coronarius aureus mock orange,"4
– 7",236,shrubs,96,"full sun, partial sun",1,"6'
– 8'
(180cm
– 240cm)","4'
– 5'
(120cm
– 150cm)",average,4,,"moist but well-drained, well-drained",24,"clay soil, rabbit",beds and bordershedges and screens,city and courtyardcoastal gardeninformal and cottage,10,13,11,13,4,5,120,150.0,1,1
philadelphus coronarius variegatus variegated mock orange,"4
– 7",237,shrubs,96,"full sun, partial sun",1,"4'
– 6'
(120cm
– 180cm)","4'
– 6'
(120cm
– 180cm)",average,4,,"moist but well-drained, well-drained",24,"clay soil, rabbit",beds and bordershedges and screens,city and courtyardcoastal gardeninformal and cottage,2,2,2,2,4,6,120,180.0,1,1
philadelphus coronarius mock orange,"4
– 7",238,shrubs,96,"full sun, partial sun",1,"10'
– 12'
(3m
– 3.6m)","10'
– 12'
(3m
– 3.6m)",average,4,,"moist but well-drained, well-drained",23,"clay soil, rabbit",beds and bordershedges and screens,city and courtyardcoastal gardeninformal and cottage,5,5,5,5,10,12,300,360.0,1,1
philadelphus lewisii wild mock orange,"4
– 9",32,shrubs,96,"full sun, partial sun",1,"5'
– 12'
(150cm
– 3.6m)","6'
– 12'
(180cm
– 3.6m)","low, average",0,,"moist but well-drained, well-drained",23,drought,beds and bordershedges and screens,informal and cottage,11,5,12,5,6,12,180,360.0,1,0
philadelphus microphyllus littleleaf mock orange,"5
– 9",239,shrubs,96,"full sun, partial sun",1,"4'
– 5'
(120cm
– 150cm)","4'
– 5'
(120cm
– 150cm)","low, average",0,,well-drained,23,"drought, dry soil, rocky soil",beds and bordershedges and screens,informal and cottage,2,0,2,0,4,5,120,150.0,2,0
phlomis fruticosa jerusalem sage,"8
– 10",240,shrubs,97,full sun,3,"2'
– 4'
(60cm
– 120cm)","3'
– 5'
(90cm
– 150cm)","low, average",0,,"moist but well-drained, well-drained",51,"deer, drought, rabbit, dry soil",beds and borders,coastal gardeninformal and cottagemediterranean garden,1,15,1,15,3,5,90,150.0,3,3
phlomis lanata pygmy woolly jerusalem sage,"8
– 11",241,shrubs,97,full sun,5,"1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)","low, average",0,,"moist but well-drained, well-drained",1,"deer, drought, rabbit, dry soil, salt",beds and borderspatio and containerssmall gardens,coastal gardeninformal and cottagemediterranean garden,3,3,3,3,1,2,30,60.0,3,4
phlomis lanata woolly jerusalem sage,"8
– 11",241,shrubs,97,full sun,5,"2'
– 3'
(60cm
– 90cm)","4'
– 6'
(120cm
– 180cm)","low, average",0,,"moist but well-drained, well-drained",1,"deer, drought, rabbit, dry soil, salt",beds and borders,coastal gardeninformal and cottagemediterranean garden,1,1,1,1,4,6,120,180.0,3,4
physocarpus capitatus pacific ninebark,"5
– 10",242,shrubs,98,"full sun, partial sun",1,"5'
– 10'
(150cm
– 3m)","5'
– 10'
(150cm
– 3m)",average,1,,moist but well-drained,8,"deer, drought",banks and slopeshedges and screensrain gardens,informal and cottage,11,12,12,12,5,10,150,300.0,2,3
physocarpus opulifolius diabolo common ninebark,"3
– 7",243,shrubs,98,"full sun, partial sun",1,"4'
– 8'
(120cm
– 240cm)","4'
– 8'
(120cm
– 240cm)",average,1,,"moist but well-drained, well-drained",35,"clay soil, drought, dry soil, rocky soil",banks and slopesbeds and bordershedges and screens,informal and cottagetraditional garden,2,13,2,13,4,8,120,240.0,6,1
physocarpus opulifolius common ninebark,"2
– 8",243,shrubs,98,"full sun, partial sun",1,"5'
– 8'
(150cm
– 240cm)","4'
– 6'
(120cm
– 180cm)","low, average",1,,"moist but well-drained, well-drained",8,"clay soil, drought, dry soil, rocky soil, wet soil",banks and slopesbeds and bordershedges and screens,informal and cottagetraditional garden,11,13,12,13,4,6,120,180.0,7,5
picea abies gold drift norway spruce,"3
– 8",244,"conifers, shrubs, trees",99,full sun,2,"12'
– 15'
(3.6m
– 4.5m)","2'
(60cm)",average,1,,moist but well-drained,1,"deer, rabbit",beds and borders,gravel and rock gardentraditional garden,6,8,7,8,2,,60,,6,5
picea abies inversa norway spruce,"3
– 8",245,"conifers, shrubs",99,full sun,2,"15'
– 20'
(4.5m
– 6m)","3'
– 4'
(90cm
– 120cm)",average,1,,moist but well-drained,3,"deer, rabbit",beds and borders,gravel and rock gardentraditional garden,8,10,9,10,3,4,90,120.0,6,5
picea abies little gem norway spruce,"3
– 8",245,"conifers, shrubs",99,full sun,2,"10""
– 1'
(25cm
– 30cm)","1'
– 2'
(30cm
– 60cm)",average,1,,moist but well-drained,3,"deer, rabbit",beds and borderspatio and containerssmall gardens,city and courtyardgravel and rock gardeninformal and cottagetraditional garden,5,6,6,6,1,2,30,60.0,6,5
picea abies nidiformis norway spruce,"3
– 8",246,"conifers, shrubs",99,full sun,2,"3'
– 4'
(90cm
– 120cm)","6'
– 8'
(180cm
– 240cm)",average,1,,moist but well-drained,3,"deer, rabbit",beds and borders,gravel and rock gardentraditional garden,0,15,0,15,6,8,180,240.0,6,5
picea abies pumila norway spruce,"3
– 8",245,"conifers, shrubs",99,full sun,2,"3'
– 4'
(90cm
– 120cm)","3'
– 4'
(90cm
– 120cm)",average,1,,moist but well-drained,1,"deer, rabbit",beds and borderssmall gardens,gravel and rock gardeninformal and cottagetraditional garden,0,15,0,15,3,4,90,120.0,6,5
picea abies pusch norway spruce,"3
– 8",245,"conifers, shrubs",99,full sun,2,"1'
– 2'
(30cm
– 60cm)","2'
– 3'
(60cm
– 90cm)",average,1,,moist but well-drained,3,"deer, rabbit",beds and borderssmall gardens,gravel and rock gardentraditional garden,3,3,3,3,2,3,60,90.0,6,5
picea abies sherwoodii norway spruce,"3
– 8",247,"conifers, shrubs, trees",99,full sun,2,"5'
– 15'
(150cm
– 4.5m)","8'
– 10'
(240cm
– 3m)",average,1,,moist but well-drained,1,"deer, rabbit",beds and bordershedges and screens,informal and cottagetraditional garden,11,8,12,8,8,10,240,300.0,6,5
picea abies tompa norway spruce,"3
– 8",245,"conifers, shrubs",99,full sun,2,"2'
– 3'
(60cm
 – 90cm)","1'
– 2'
(30cm
– 60cm)",average,1,,moist but well-drained,1,"deer, rabbit",beds and borderssmall gardens,gravel and rock gardeninformal and cottagetraditional garden,1,1,1,1,1,2,30,60.0,6,5
picea abies wills zwerg norway spruce,"3
– 8",245,"conifers, shrubs",99,full sun,2,"2'
– 10'
(60cm
– 3m)","1'
– 6'
(30cm
– 180cm)",average,1,,moist but well-drained,1,"deer, rabbit",beds and borderssmall gardens,gravel and rock gardentraditional garden,1,12,1,12,1,6,30,180.0,6,5
picea abies witches brood norway spruce,"3
– 8",245,"conifers, shrubs",99,full sun,2,"1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)",average,1,,moist but well-drained,1,"deer, rabbit",beds and borders,gravel and rock gardeninformal and cottagetraditional garden,3,3,3,3,1,2,30,60.0,6,5
picea glauca echiniformis white spruce,"2
– 7",248,"conifers, shrubs",99,full sun,2,"1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)",average,1,,moist but well-drained,3,deer,beds and borderspatio and containerssmall gardens,gravel and rock gardeninformal and cottagetraditional garden,3,3,3,3,1,2,30,60.0,7,1
picea glauca var. albertiana alberta globe white spruce,"2
– 7",248,"conifers, shrubs",99,full sun,2,"1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)",average,1,,moist but well-drained,3,deer,beds and borderspatio and containerssmall gardens,gravel and rock gardeninformal and cottagetraditional garden,3,3,3,3,1,2,30,60.0,7,1
picea glauca var. albertiana conica white spruce,"2
– 6",248,"conifers, shrubs, trees",99,full sun,2,"3'
– 13'
(90cm
– 3.9m)","2'
– 10'
(60cm
– 3m)",average,1,,moist but well-drained,3,deer,beds and borderspatio and containers,gravel and rock gardeninformal and cottagetraditional garden,0,14,0,14,2,10,60,300.0,7,2
picea glauca var. albertiana j.w. daisys white white spruce,"2
– 7",248,"conifers, shrubs",99,full sun,2,"1'
– 2'
(30cm
– 60cm)","10""
– 1'
(25cm
– 30cm)",average,1,,moist but well-drained,3,deer,beds and borderspatio and containerssmall gardens,city and courtyardgravel and rock gardeninformal and cottagetraditional garden,3,3,3,3,10,1,25,30.0,7,1
picea glauca var. albertiana sanders blue white spruce,"2
– 6",248,"conifers, shrubs, trees",99,full sun,2,"5'
– 6'
(150cm
– 180cm)","2'
– 3'
(60cm
– 90cm)",average,1,,moist but well-drained,1,deer,beds and borders,informal and cottagetraditional garden,11,2,12,2,2,3,60,90.0,7,2
picea pungens bialobok colorado spruce,"2
– 8",249,"conifers, shrubs, trees",99,full sun,2,"4'
– 5'
(120cm
– 150cm)","2'
– 3'
(60cm
– 90cm)",average,1,,moist but well-drained,1,"deer, drought, rabbit, salt",beds and borders,informal and cottagetraditional garden,2,0,2,0,2,3,60,90.0,7,5
picea pungens globosa colorado spruce,"2
– 8",249,"conifers, shrubs",99,full sun,2,"3'
– 5'
(90cm
– 150cm)","4'
– 6'
(120cm
– 180cm)",average,1,,moist but well-drained,3,"deer, drought, rabbit, salt",beds and borderssmall gardens,gravel and rock gardentraditional garden,0,0,0,0,4,6,120,180.0,7,5
picea pungens mrs. cesarini colorado spruce,"2
– 8",249,"conifers, shrubs",99,full sun,2,"2'
– 3'
(60cm
– 90cm)","3'
– 4'
(90cm
– 120cm)",average,1,,moist but well-drained,1,"deer, drought, rabbit, salt",beds and borderssmall gardens,gravel and rock gardeninformal and cottagetraditional garden,1,1,1,1,3,4,90,120.0,7,5
picea pungens regal chub colorado spruce,"4
– 8",249,"conifers, shrubs",99,full sun,2,"10""
– 1'
(25cm
– 30cm)","10""
– 1'
(25cm
– 30cm)",average,1,,moist but well-drained,1,"deer, drought, rabbit, salt",beds and borderspatio and containerssmall gardens,gravel and rock gardeninformal and cottage,5,6,6,6,10,1,25,30.0,1,5
picea pungens thuem colorado spruce,"2
– 8",249,"conifers, shrubs",99,full sun,2,"3'
– 4'
(90cm
– 120cm)","3'
– 4'
(90cm
– 120cm)",average,1,,moist but well-drained,1,"deer, drought, rabbit, salt",beds and borderssmall gardens,gravel and rock gardentraditional garden,0,15,0,15,3,4,90,120.0,7,5
pieris brouwers beauty japanese andromeda,"5
– 8",250,shrubs,100,"full sun, partial sun",4,"5'
– 7'
(150cm
– 210cm)","5'
– 8'
(150cm
– 240cm)",average,2,,"moist but well-drained, well-drained",3,deer,banks and slopesbeds and borders,city and courtyardcoastal gardeninformal and cottageprairie and meadow,11,16,12,17,5,8,150,240.0,2,5
pieris floribunda mountain andromeda,"5
– 8",94,shrubs,100,"full sun, partial sun",2,"4'
– 6'
(120cm
– 180cm)","3'
– 4'
(90cm
– 120cm)",average,2,,moist but well-drained,21,deer,beds and borders,informal and cottage,2,2,2,2,3,4,90,120.0,2,5
pieris japonica red head japanese andromeda,"5
– 8",251,shrubs,100,"full sun, partial sun",4,"6'
– 8'
(180cm
– 240cm)","6'
– 8'
(180cm
– 240cm)",average,2,,"moist but well-drained, well-drained",1,deer,beds and borders,city and courtyardinformal and cottage,10,13,11,13,6,8,180,240.0,2,5
pinus heldreichii compact gem bosnian pine,"6
– 8",252,"conifers, shrubs, trees",101,full sun,2,"10'
– 12'
(3m
– 3.6m)","6'
– 8'
(180cm
– 240cm)",average,4,,well-drained,3,deer,beds and borders,city and courtyardcoastal gardeninformal and cottagetraditional garden,5,5,5,5,6,8,180,240.0,0,5
pinus heldreichii smidtii bosnian pine,"6
– 8",252,"conifers, shrubs",101,full sun,2,"1'
– 2'
(30cm
– 60cm)","1'
– 2'
 (30cm
– 60cm)",average,4,,well-drained,3,deer,beds and borderspatio and containerssmall gardens,city and courtyardcoastal gardeninformal and cottagetraditional garden,3,3,3,3,1,2,30,60.0,0,5
pinus mugo carstens dwarf mountain pine,"3
– 7",253,"conifers, shrubs",101,full sun,2,"1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)",average,4,,well-drained,4,"deer, drought",beds and borderssmall gardens,coastal gardeninformal and cottagetraditional garden,3,3,3,3,1,2,30,60.0,6,1
pinus mugo gnom dwarf mountain pine,"3
– 7",253,"conifers, shrubs",101,full sun,2,"1'
– 8'
(30cm
– 240cm)","2'
– 8'
(60cm
– 240cm)",average,4,,well-drained,2,"deer, drought",beds and borderssmall gardens,coastal gardeninformal and cottagetraditional garden,3,13,3,13,2,8,60,240.0,6,1
pinus mugo humpy dwarf mountain pine,"3
– 7",253,"conifers, shrubs",101,full sun,2,"2'
– 3'
(60cm
– 90cm)","4'
– 5'
(120cm
– 150cm)",average,4,,well-drained,4,"deer, drought",beds and borderssmall gardens,coastal gardeninformal and cottagetraditional garden,1,1,1,1,4,5,120,150.0,6,1
pinus mugo mops dwarf mountain pine,"3
– 7",253,"conifers, shrubs",101,full sun,2,"3'
– 4'
(90cm
– 120cm)","3'
– 4'
(90cm
– 120cm)",average,4,,well-drained,4,"deer, drought",beds and borderssmall gardens,coastal gardengravel and rock gardeninformal and cottagetraditional garden,0,15,0,15,3,4,90,120.0,6,1
pinus mugo ophir dwarf mountain pine,"3
– 7",253,"conifers, shrubs",101,full sun,2,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,4,,well-drained,4,"deer, drought",beds and borderspatio and containerssmall gardens,city and courtyardcoastal gardeninformal and cottagetraditional garden,1,1,1,1,2,3,60,90.0,6,1
pinus mugo slowmound dwarf mountain pine,"3
– 7",253,"conifers, shrubs",101,full sun,2,"3'
– 4'
(90cm
– 120cm)","5'
– 6'
(150cm
– 180cm)",average,4,,well-drained,2,"deer, drought, dry soil",beds and borders,coastal gardengravel and rock gardeninformal and cottagetraditional garden,0,15,0,15,5,6,150,180.0,6,1
pinus mugo var. pumilio dwarf mountain pine,"3
– 7",253,"conifers, shrubs",101,full sun,2,"3'
– 5'
(90cm
– 150cm)","6'
– 10'
(180cm
– 3m)",average,4,,well-drained,2,"deer, drought, dry soil",beds and borders,coastal gardengravel and rock gardeninformal and cottagetraditional garden,0,0,0,0,6,10,180,300.0,6,1
pinus parviflora hagoromo seedling japanese white pine,"6
– 9",181,"conifers, shrubs",101,full sun,2,"8""
– 10""
(20cm
– 25cm)","1'
– 2'
(30cm
– 60cm)",average,1,,well-drained,2,"deer, drought, salt",beds and borderspatio and containers,coastal gardengravel and rock garden,12,12,17,21,1,2,30,60.0,0,0
pinus parviflora miyajima japanese white pine,"6
– 9",181,"conifers, shrubs",101,full sun,2,"2'
– 3'
(60cm
– 90cm)","1'
– 2'
(30cm
– 60cm)",average,1,,well-drained,2,"deer, drought, salt",beds and borderspatio and containers,coastal gardengravel and rock garden,1,1,1,1,1,2,30,60.0,0,0
pinus strobus blue shag eastern white pine,"4
– 9",21,"conifers, shrubs",101,full sun,2,"5'
– 6'
(150cm
– 180cm)","5'
– 6'
(150cm
– 180cm)",average,2,,well-drained,4,"deer,  rabbit, dry soil",beds and borderssmall gardens,coastal gardengravel and rock garden,11,2,12,2,5,6,150,180.0,1,0
pinus strobus densa eastern white pine,"4
– 9",21,"conifers, shrubs",101,full sun,2,"3'
– 4'
(90cm
– 120cm)","2'
– 3'
(60cm
– 90cm)",average,2,,well-drained,2,"deer, rabbit, dry soil",beds and borderssmall gardens,coastal garden,0,15,0,15,2,3,60,90.0,1,0
pinus strobus nana eastern white pine,"4
– 9",254,"conifers, shrubs",101,full sun,2,"2'
– 7'
(60cm
– 210cm)","2'
– 10'
(60cm
– 3m)",average,2,,well-drained,2,"deer, rabbit, dry soil",beds and borders,coastal garden,1,16,1,17,2,10,60,300.0,1,0
pinus strobus tiny kurls eastern white pine,"4
– 9",21,"conifers, shrubs",101,full sun,2,"3'
– 6'
(90cm
– 180cm)","4'
– 10'
(120cm
– 3m)",average,2,,well-drained,2,"deer, rabbit, dry soil",beds and borderssmall gardens,coastal garden,0,2,0,2,4,10,120,300.0,1,0
pinus sylvestris beuvronensis scotch pine,"3
– 7",255,"conifers, shrubs",101,full sun,2,"1'
– 4'
(30cm
– 120cm)","1'
– 4'
(30cm
– 120cm)",average,4,,well-drained,4,deer,beds and borderssmall gardens,coastal gardengravel and rock gardentraditional garden,3,15,3,15,1,4,30,120.0,6,1
pittosporum tenuifolium elizabeth kohuhu,"9
– 10",256,shrubs,102,"full sun, partial sun",2,"6'
– 8'
(180cm
– 240cm)","5'
– 6'
(150cm
– 180cm)",average,4,,"moist but well-drained, well-drained",21,drought,beds and bordershedges and screenswall-side borders,city and courtyardcoastal gardeninformal and cottagemediterranean garden,10,13,11,13,5,6,150,180.0,5,3
pittosporum tobira nanum mock orange,"8
– 12",257,shrubs,102,"full sun, partial sun",2,"1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)","low, average",0,,"moist but well-drained, well-drained",21,"drought, salt",beds and bordershedges and screenspatio and containerssmall gardenswall-side borders,city and courtyardcoastal gardeninformal and cottagemediterranean garden,3,3,3,3,1,2,30,60.0,3,6
plumbago auriculata cape leadwort,"8
– 11",7,"climbers, shrubs",103,"full sun, partial sun",2,"6'
– 10'
(180cm
– 3m)","8'
– 10'
(240cm
– 3m)",average,0,,well-drained,3,"deer, drought",beds and bordersground coverspatio and containerswall-side borders,city and courtyardmediterranean garden,10,12,11,12,8,10,240,300.0,3,4
plumbago auriculata f. alba white cape leadwort,"8
– 11",7,shrubs,103,"full sun, partial sun",2,"4'
– 6'
(120cm
– 180cm)","6'
– 8'
(180cm
 – 240cm)",average,0,,well-drained,3,"deer, drought",beds and borderspatio and containerswall-side borders,city and courtyardmediterranean garden,2,2,2,2,6,8,180,240.0,3,4
plumbago scandens doctorbush,"9
– 11",258,shrubs,103,"full sun, partial sun",2,"3'
– 4'
(90cm
– 120cm)","3'
– 4'
(90cm
– 120cm)",low,0,,well-drained,1,drought,beds and bordersground covershanging basketspatio and containers,mediterranean garden,0,15,0,15,3,4,90,120.0,5,4
plumeria rubra frangipani,"10
– 12",259,"shrubs, trees",104,full sun,2,"15'
– 25'
(4.5m
– 7.5m)","15'
– 25'
(4.5m
– 7.5m)","low,  average",2,,well-drained,11,"drought, salt",beds and borderspatio and containers,coastal gardenmediterranean garden,8,4,9,4,15,25,450,750.0,4,6
potentilla fruticosa abbotswood shrubby cinquefoil,"3
– 7",260,shrubs,105,"full sun, partial sun",1,"2'
 – 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,0,,"moist but well-drained, well-drained",9,"deer, drought, rabbit, salt",beds and bordershedges and screens,city and courtyardcoastal gardeninformal and cottage,1,1,1,1,2,3,60,90.0,6,1
