,Name,Hardiness,Climate Zones,Plant Type,Plant Family,Exposure,Season of Interest,Height,Spread,Water Needs,Soil Type,Soil pH,Soil Drainage,Characteristics,Tolerance,Garden Uses,Garden Styles
1296,Paeonia lactiflora 'Bu-Te' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Plant of Merit, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1297,Paeonia lactiflora 'Cheddar Charm' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1298,Paeonia lactiflora 'Clown' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1299,Paeonia lactiflora 'Comanche' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Plant of Merit, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1300,Paeonia lactiflora 'Cora Stubbs' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1301,Paeonia lactiflora 'Dinner Plate' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16,  17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"3'
– 4'
(90cm
– 120cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1302,Paeonia lactiflora 'Do Tell' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Plant of Merit, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1303,Paeonia lactiflora 'Dr Jekyll' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1304,Paeonia lactiflora 'Dr. Alexander Fleming' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Plant of Merit, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1305,Paeonia lactiflora 'Duchesse de Nemours' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Plant of Merit, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1306,Paeonia lactiflora 'Edulis Superba' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1307,Paeonia lactiflora 'Elsa Sass' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8,  9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Plant of Merit, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1308,Paeonia lactiflora 'Fancy Nancy' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15,  16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1309,Paeonia lactiflora 'Felix Crousse' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Plant of Merit, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1310,Paeonia lactiflora 'Festiva Maxima' (Peony),"3
– 8","1, 2, 3, 4, 5,  6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Plant of Merit, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1311,Paeonia lactiflora 'Gardenia' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1312,Paeonia lactiflora 'Gay Paree' (Peony),"3
 – 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1313,Paeonia lactiflora 'Golly' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1314,Paeonia lactiflora 'Hermione' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1315,Paeonia lactiflora 'Honey Gold' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1316,Paeonia lactiflora 'Karen Gray' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1317,Paeonia lactiflora 'Karl Rosenfield' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19,  20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1318,Paeonia lactiflora 'Krinkled White' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Plant of Merit, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1319,Paeonia lactiflora 'Lady Alexandra Duff' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Plant of Merit, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1320,Paeonia lactiflora 'Laura Dessert' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Plant of Merit, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1321,Paeonia lactiflora 'Martha Bulloch' (Peony),"3
– 8","1, 2, 3, 4, 5, 6,  7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 4'
(60cm
– 120cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1322,Paeonia lactiflora 'Midnight Sun' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"3'
– 4'
(90cm
– 120cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1323,Paeonia lactiflora 'Minnie Shaylor' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Plant of Merit, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1324,Paeonia lactiflora 'Miss America' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2,  A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Plant of Merit, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1325,Paeonia lactiflora 'Monsieur Jules Elie' (Peony),"3
– 8","1, 2, 3, 4, 5,  6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Plant of Merit, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1326,Paeonia lactiflora 'Moonstone' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Plant of Merit, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1327,Paeonia lactiflora 'Mother's Choice' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14,  15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Plant of Merit, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1328,Paeonia lactiflora 'Mrs. Franklin D. Roosevelt' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10,  11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Plant of Merit, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1329,Paeonia lactiflora 'Neon' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1330,Paeonia lactiflora 'Nippon Beauty' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1331,Paeonia lactiflora 'Philomele' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1332,Paeonia lactiflora 'Pillow Talk' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Plant of Merit, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1333,Paeonia lactiflora 'Pink Dawn' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1334,Paeonia lactiflora 'Pink Parfait' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1335,Paeonia lactiflora 'Sarah Bernhardt' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Plant of Merit, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1336,Paeonia lactiflora 'Sea Shell' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19,  20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"3'
– 4'
(90cm
– 120cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Plant of Merit, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1337,Paeonia lactiflora 'Shirley Temple' (Peony),"3
– 8","1, 2, 3, 4,  5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1338,Paeonia lactiflora 'Sorbet' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1339,Paeonia lactiflora 'Sword Dance' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
 (60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1340,Paeonia lactiflora 'Tom Eckhardt' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1341,Paeonia lactiflora 'Topeka Garnet' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Plant of Merit, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
1342,Paeonia lactiflora 'Whopper' (Peony),"3
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, A1, A2, A3","Perennials, Shrubs",Paeonia - Peonies,"Full Sun, Partial Sun",Spring (Late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Fragrant, Showy","Deer, Rabbit",Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden"
